contig	Length	RR131Jul_Bulk_S47	RR131Oct_Bulk_S12	RR131Oct_vir_S17	RR132Jul_Bulk_S49	RR132July_vir_S9	RR132Oct_Bulk_S20	RR132Oct_vir_S16	RR231Jul_Bulk_S41	RR231July_vir_S32	RR231Oct_Bulk_S40	RR231Oct_vir_S21	RR232Jul_Bulk_S38	RR232Oct_Bulk_S54	RR232Oct_vir_S28	RR451Jul_Bulk_S30	RR451July_vir_S10	RR451Oct_Bulk_S25	RR451Oct_vir_S11	RR452Jul_Bulk_S31	RR452Oct_Bulk_S26	RR452Oct_vir_S6	RR641Jul_Bulk_S58	RR641Oct_Bulk_S50	RR641Oct_vir_S1	RR642Jul_Bulk_S45	RR642July_vir_S5	RR642Oct_Bulk_S51	RR642Oct_vir_S19	RR681Jul_Bulk_S43	RR681July_vir_S24	RR681Oct_Bulk_S57	RR681Oct_vir_S18	RR682Jul_Bulk_S36	RR682Oct_Bulk_S22	RR682Oct_vir_S8	RR891Jul_Bulk_S29	RR891July_vir_S2	RR891Oct_Bulk_S44	RR891Oct_vir_S15	RR892Jul_Bulk_S33	RR892Oct_Bulk_S56	RR892Oct_vir_S23
RR132July_vir_S9_L001_virfinder_62	13746	0	0	0	0	11.8742	0	0	0	0	0	0	0	0	0	0	39.0704	0	2.4714	0	0	2.3667	0	0	9.0215	0	14.1042	0	0	0	0	0	0	0	0	1.9709	0	2.6105	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_621	48289	0	0	2.8693	0	92.6605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_622	13841	0	0	0	0	37.309	0	0	0	0	0	0	0	0	0	0	6.2517	0	0	0	0	0	0	0	10.0853	0	9.7728	0	0	0	0	0	0	0	0	2.9129	0	4.769	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_623	14176	0	0	0	0	9.1214	0	0	0	0	0	0	0	0	0	0	16.6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_625	11621	0	0	0	0	7.6245	0	0	0	0	0	0	0	0	0	0	18.3781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.478	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_626	12501	0	2.3363	12.8674	0	40.6861	0	5.6384	0	0	0	3.1533	0	0	0	0	4.1927	2.3832	50.6921	0	0	12.1201	0	0	3.1991	0	10.4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_628	11135	0	0	5.6603	0	24.7114	0	5.6076	0	0	0	0	0	0	0	0	17.5209	0	89.6544	0	0	106.2743	0	0	10.2166	0	11.1606	0	0	0	0	0	0	0	0	8.3997	0	17.5217	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_631	17111	0	0	0	0	14.9945	0	0	0	0	0	0	0	0	0	0	7.9199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_632	18141	0	0	0	0	31.3056	0	2.338	0	0	0	0	0	0	0	0	4.5028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_635	13172	0	0	0	0	103.798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_636	48125	0	0	0	0	17.9305	0	0	0	0	0	0	0	0	0	0	2.9074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_638	15576	0	0	0	0	93.7411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_64	26007	0	0	0	0	12.9573	0	3.1651	0	0	0	0	0	0	2.3824	0	3.9858	0	11.8151	0	0	5.1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2376	0	1.3638	0	0	0
RR132July_vir_S9_L001_virfinder_641	15219	0	0	5.4194	0	10.8849	0	3.1851	0	0	0	0	0	0	0	0	0	0	15.1365	0	0	10.2969	0	0	2.6239	0	0	0	0	0	0	0	0	0	0	2.73	0	0	0	2.0094	0	0	0
RR132July_vir_S9_L001_virfinder_642	11184	0	0	0	0	8.6314	0	0	0	0	0	0	0	0	0	0	0	0	2.0303	0	0	2.4283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_644	10683	0	0	3.6069	0	9.9944	0	2.1764	0	0	0	0	0	0	0	0	16.5091	0	97.6704	0	0	101.8308	0	0	7.0764	0	8.4015	0	0	0	0	0	0	0	0	0	0	21.8794	2.9595	5.0413	0	0	7.5443
RR132July_vir_S9_L001_virfinder_646	12217	0	0	0	0	19.3121	0	0	0	0	0	0	0	0	0	0	2.9872	0	0	0	0	0	0	0	0	0	3.4407	0	0	0	0	0	0	0	0	0	0	4.7525	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_647	44755	3.1424	2.2078	6.831	0	25.9811	1.7693	6.5455	0	5.6583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_654	11952	0	0	0	0	7.5122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_655	11079	0	0	0	0	14.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_656	22029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1237	0	0	0	0	15.9454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_663	15873	0	0	0	0	18.6075	0	1.9191	0	0	0	0	0	0	0	0	1.6304	0	0	0	0	2.997	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8505	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_67	13196	0	0	0	0	12.0558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_670	10179	0	0	0	0	10.3195	0	0	0	0	0	0	0	0	0	0	9.2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3888	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_672	11961	0	0	0	0	20.3102	0	0	0	0	0	0	0	0	0	0	4.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_673	10046	0	0	0	0	28.1268	0	2.7171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4685	0	8.0177	0	0	0	0	0	0	0	0	1.8145	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_674	51471	0	0	0	0	28.4655	0	0	0	0	0	0	0	0	0	0	9.7731	0	1.7501	0	0	0	0	0	4.4245	0	1.9265	0	0	0	0	0	0	0	0	20.483	0	3.2427	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_675	15272	0	0	0	0	21.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_676	18982	0	0	0	0	11.7909	0	0	0	0	0	0	0	0	0	0	3.5583	0	5.5686	0	0	9.7977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.217	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_679	11912	0	0	0	0	9.3246	0	0	0	0	0	0	0	0	0	0	5.0183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_682	92666	0	0	0	0	23.2993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_683	18017	0	0	0	0	25.5482	0	0	0	2.8506	0	0	0	0	2.7497	0	2.5271	0	0	0	0	0	0	0	15.5713	0	19.5057	0	0	0	0	0	0	0	0	0	0	2.6541	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_689	26051	0	0	0	0	10.3579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_694	15041	0	0	0	0	14.8769	0	0	0	0	0	0	0	0	0	0	42.502	0	4.013	0	0	7.5792	0	0	12.031	0	26.0371	0	0	0	0	0	0	0	0	14.0248	0	68.6409	0	0	0	0	2.1798
RR132July_vir_S9_L001_virfinder_697	10470	0	0	0	0	12.6997	0	0	0	0	0	0	0	0	0	0	6.5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.883	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_706	13609	0	0	0	0	8.9635	0	0	0	0	0	0	0	0	0	0	7.6062	0	0	0	0	0	0	0	0	0	5.7421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_709	27648	0	0	0	0	21.4007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_712	29407	0	0	0	0	16.3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_714	13576	0	0	7.5086	0	6.8735	0	0	0	0	0	0	0	0	0	0	14.0155	0	326.8044	0	0	330.3973	0	0	11.325	0	2.5677	0	0	0	0	0	0	0	0	8.0052	0	16.3266	0	32.0216	0	0	2.6286
RR132July_vir_S9_L001_virfinder_715	32239	0	0	4.0335	0	8.9089	0	5.0031	0	0	0	0	0	0	0	0	0	0	4.4372	0	0	0	0	0	36.3481	0	18.4195	0	0	0	0	0	0	0	0	4.1746	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_719	10087	0	0	0	0	11.0746	0	0	0	0	0	0	0	0	0	0	22.2915	0	0	0	0	0	0	0	4.1718	0	4.3781	0	0	0	0	0	0	0	0	0	0	6.1296	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_724	22495	0	0	0	0	14.824	0	0	0	0	0	0	0	0	0	0	3.6018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_726	13589	0	0	0	0	32.5356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_728	12837	0	0	0	0	9.5115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_730	12124	0	0	0	0	40.0618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_734	18595	0	0	0	0	44.3134	0	2.7031	0	0	0	0	0	0	0	0	1.778	0	0	0	0	1.8982	0	0	5.4211	0	6.826	0	0	0	0	0	0	0	0	0	0	5.0054	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_737	17195	0	0	0	0	7.7669	0	0	0	0	0	0	0	0	0	0	6.3677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_74	12441	0	0	0	0	9.7289	0	0	0	0	0	0	0	0	0	0	11.412	0	1.8033	0	0	2.8023	0	0	6.4967	0	5.196	0	0	0	0	0	0	0	0	0	0	3.9387	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_740	22776	0	2.7423	50.7572	0	66.5033	0	38.1147	0	0	0	0	0	0	1.6688	0	0	0	0	0	0	5.6651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_743	45743	0	0	0	0	16.4219	0	0	0	0	0	0	0	0	0	1.6331	176.9246	0	0	0	0	3.5269	0	0	0	0	22.2252	0	0	0	0	0	0	0	0	2.7131	0	11.1274	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_744	90997	0	0	0	0	31.9096	0	1.7986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1106	0	2.8423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_747	13482	0	0	0	0	9.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_754	19627	0	0	0	0	5.3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3894	0	10.1916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_755	18786	0	0	3.0665	0	70.6281	0	14.8203	0	0	0	0	0	0	1.6871	0	7.0852	0	7.8442	0	0	10.8417	0	0	59.862	0	73.1172	0	1.981	0	0	0	0	0	0	40.3577	0	4.6239	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_757	12927	0	0	10.9124	0	16.177	0	0	0	0	0	0	0	0	0	0	14.3492	0	15.687	0	0	29.1565	0	0	0	0	24.0115	0	0	0	0	0	0	0	0	2.3964	0	20.8773	0	0	0	0	7.7249
RR132July_vir_S9_L001_virfinder_76	26689	0	0	0	0	10.0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1523	0	2.9564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_760	14302	0	0	0	0	15.6381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_764	63410	0	0	0	0	18.9522	0	0	0	0	0	0	0	0	0	0	4.4075	0	0	0	0	0	0	0	0	0	3.3477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_769	10921	0	0	0	0	6.9155	0	0	0	0	0	0	0	0	0	0	10.5248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8463	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_77	23778	0	0	0	0	9.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0776	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_771	27243	0	0	0	0	27.2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.708	0	10.5229	0	0	0	0	0	0	0	0	6.0998	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_773	61878	0	0	0	0	16.344	0	0	0	0	0	0	0	0	0	0	4.8387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0275	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_775	14609	0	0	0	0	10.6143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_777	16565	0	0	0	0	6.9064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_780	11954	0	0	0	0	9.3386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9628	0	6.4879	0	0	0	0	0	0	0	0	0	0	2.04	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_781	12631	0	0	0	0	9.7294	0	0	0	0	0	0	0	0	0	0	2.6453	0	2.4352	0	0	0	0	0	3.0227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_782	13815	0	0	0	0	11.8373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_785	13922	0	0	0	0	8.4948	0	0	4.8969	6.7263	0	0	0	0	0	0	8.7505	0	0	0	0	0	0	0	0	0	15.5625	0	0	0	2.1977	0	0	0	0	0	0	4.6129	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_787	12239	0	0	0	0	9.9409	0	2.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_789	14812	0	0	0	0	12.1448	0	0	0	0	0	0	0	0	0	0	25.4008	0	2.0581	0	0	6.2768	0	0	0	0	7.4133	0	0	0	0	0	0	0	0	2.9682	0	26.397	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_792	10228	0	0	0	0	12.1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_798	29697	0	0	0	0	9.5278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_8	10342	0	0	0	0	10.8449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_803	11602	0	0	4.2866	0	9.9418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_807	11045	0	0	0	0	7.5154	0	0	0	0	0	0	0	0	0	0	2.6701	0	0	0	0	0	0	0	4.761	0	5.9732	0	0	0	0	0	0	0	0	3.8133	0	3.5715	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_808	11183	0	0	0	0	9.1628	0	0	0	0	0	0	0	0	0	0	1.8735	0	0	0	0	0	0	0	2.2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_811	11064	0	0	0	0	11.0873	0	0	0	0	0	0	0	0	0	0	3.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_813	20715	0	0	0	0	15.7258	0	0	0	0	0	0	0	0	0	0	7.4873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8511	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_821	29809	0	0	0	0	13.0995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8794	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_824	29939	0	0	0	0	27.6658	0	0	0	0	0	0	0	0	0	0	7.2574	0	1.8801	0	0	4.3515	0	0	6.4614	0	7.7287	0	0	0	0	0	0	0	0	6.8008	0	6.6608	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_827	62321	0	0	0	0	52.449	0	0	0	0	0	0	0	0	0	0	12.1187	0	0	0	0	0	0	0	0	0	1.5774	0	0	0	0	0	0	0	0	0	0	3.2247	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_836	12898	0	0	0	0	10.8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_837	10268	0	0	0	0	6.1842	0	0	0	0	0	0	0	0	0	0	2.3277	0	0	0	0	0	0	0	0	0	2.6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_838	18646	0	0	0	0	9.3756	0	0	0	0	0	0	0	0	0	0	3.1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_841	23480	0	0	0	0	17.1906	0	2.814	0	0	0	0	0	0	0	0	4.9541	0	2.7433	0	0	2.8245	0	0	4.2753	0	3.8332	0	0	0	0	0	0	0	0	0	0	9.4234	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_843	17595	0	0	0	0	38.2645	0	1.8016	0	0	0	0	0	0	0	0	13.5346	0	0	0	0	4.7205	0	0	6.8423	0	16.6235	0	0	0	0	0	0	0	0	3.5825	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_844	10591	0	0	0	0	21.6581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_848	16592	0	0	0	0	10.8173	0	0	0	0	0	0	0	0	0	0	1.4507	0	0	0	0	0	0	0	2.9073	0	3.8468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_849	92911	0	0	0	0	23.1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_86	19351	0	0	2.4174	0	32.8971	0	3.4331	0	0	0	0	0	0	1.4619	0	4.5969	0	0	0	0	0	0	0	24.9426	0	29.833	0	0	0	1.8918	0	0	0	0	3.5332	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_863	12145	0	0	0	0	11.28	0	0	0	0	0	0	0	0	0	0	1.4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_864	10500	0	0	0	0	9.1429	0	0	0	0	0	0	0	0	0	0	12.3708	0	5.0463	0	0	10.5986	0	0	34.4323	0	14.1987	0	0	0	0	0	0	0	0	0	0	4.5113	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_866	15778	0	0	0	0	6.9552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_868	11297	4.1912	0	0	0	9.1694	0	0	16.4117	5.2872	0	0	1.4739	0	0	0	32.0391	0	0	0	0	0	0	0	0	0	22.3071	0	0	0	5.255	0	0	2.8502	0	0	0	9.8712	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_871	18885	0	0	0	0	11.1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_876	10122	0	0	0	0	13.4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_877	11739	0	0	0	0	9.8995	0	0	0	0	0	0	0	0	0	0	7.6909	0	5.1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2177	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_88	13436	0	0	0	0	14.9097	0	0	0	0	0	0	0	0	0	0	7.1902	0	0	0	0	0	0	0	3.0386	0	13.1431	0	0	0	0	0	0	0	0	0	0	11.5143	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_886	11864	0	0	0	0	8.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_887	10354	0	0	0	0	16.9389	0	0	0	0	0	0	0	0	0	0	19.3504	0	4.4779	0	0	15.2358	0	0	59.2679	0	16.2545	0	0	0	3.6199	0	0	0	0	50.3956	0	37.8642	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_888	11305	0	0	0	0	11.042	0	0	0	0	0	0	0	0	0	0	7.1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1281	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_889	19800	0	0	0	0	22.7405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_894	11887	0	0	0	0	15.6371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_897	12181	0	0	0	0	11.9303	0	0	0	0	0	0	0	0	0	0	2.1561	0	0	0	0	0	0	0	2.564	0	3.1999	0	0	0	0	0	0	0	0	2.2601	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_900	13898	0	0	0	0	11.6137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_902	11650	0	0	0	0	11.5265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_909	14179	0	0	0	0	8.2628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_913	49761	0	0	0	0	36.6486	0	0	0	0	0	0	0	0	0	0	4.6256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2357	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_915	24033	0	0	0	0	7.8876	0	0	0	0	0	0	0	0	0	0	1.6418	0	0	0	0	0	0	0	4.4807	0	3.1388	0	0	0	0	0	0	0	0	0	0	3.3293	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_916	13714	0	0	0	0	16.4112	0	0	0	0	0	0	0	0	0	0	9.1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_919	11833	0	0	0	0	8.35	0	0	0	0	0	0	0	0	0	0	18.6091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8816	0	0	0	0	0
RR132July_vir_S9_L001_virfinder_92	14114	0	0	0	0	10.0698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
